StudentID,StudentName,EnrolledCourses
001,Tariq Niazi,CS115-01;CS119-02
002,Imran Hussain,CS108-03;CS116-02
003,Iqra Khan,CS103-01;CS100-01;CS107-02
004,Shahid Baig,CS103-01;CS107-02;CS116-02
005,Bilal Awan,CS113-02;CS102-03;CS112-01;CS119-02
006,Lubna Niazi,CS106-01;CS101-02;CS115-01
007,Ayesha Farooqui,CS103-01;CS102-03;CS116-02;CS112-01
008,Saad Hussain,CS118-01;CS106-01;CS109-01;CS112-01;CS100-01
009,Omar Hashmi,CS107-02;CS105-03;CS114-03;CS112-01;CS109-01
010,Saba Memon,CS107-02;CS105-03;CS117-03;CS100-01;CS113-02
011,Hira Ahmed,CS107-02;CS108-03;CS115-01;CS110-02;CS103-01
012,Rabia Hashmi,CS113-02;CS100-01;CS108-03;CS102-03
013,Sidra Shah,CS119-02;CS110-02;CS105-03
014,Waleed Aziz,CS116-02;CS111-03;CS107-02;CS102-03;CS101-02
015,Bilal Javed,CS109-01;CS113-02;CS115-01;CS119-02;CS100-01
016,Amina Niazi,CS103-01;CS115-01
017,Rabia Beg,CS100-01;CS103-01
018,Rabia Qureshi,CS114-03;CS101-02
019,Farah Javed,CS106-01;CS105-03;CS104-02
020,Nimra Butt,CS112-01;CS111-03;CS115-01
021,Waqar Sheikh,CS109-01;CS111-03
022,Noor Sheikh,CS119-02;CS110-02;CS106-01;CS117-03
023,Ayesha Beg,CS113-02;CS116-02;CS103-01
024,Hassan Mirza,CS102-03;CS109-01;CS101-02;CS113-02;CS104-02
025,Hamza Memon,CS101-02;CS109-01;CS110-02
026,Ali Beg,CS116-02;CS114-03;CS111-03;CS109-01
027,Danyal Baig,CS117-03;CS118-01
028,Aisha Javed,CS117-03;CS110-02
029,Shahid Sheikh,CS107-02;CS115-01
030,Faisal Gilani,CS101-02;CS111-03;CS114-03;CS115-01;CS108-03
